Date,Close,High,Low,Open,Volume
2010-01-01,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-04,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-05,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-06,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-07,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-08,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-11,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-12,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-13,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-14,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-15,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-18,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-19,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-20,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-21,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-22,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-25,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-26,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-27,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-28,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-01-29,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-01,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-02,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-03,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-04,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-05,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-08,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-09,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-10,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-11,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-12,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-15,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-16,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-17,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-18,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-19,16.756038665771484,16.756038665771484,16.756038665771484,16.756038665771484,0
2010-02-22,17.02629852294922,17.476729709896333,17.02629852294922,17.02629852294922,63073
2010-02-23,16.846126556396484,17.206471151121093,16.846126556396484,16.846126556396484,32553
2010-02-24,16.93621253967285,18.107334698025358,16.485781336827735,16.93621253967285,289229
2010-02-25,17.02629852294922,17.8370743158023,16.846127079125544,17.02629852294922,151448
2010-02-26,17.296558380126953,17.74698957004423,17.02629863522141,17.296558380126953,82939
2010-03-01,18.377593994140625,18.647853765357556,17.386644936196138,18.377593994140625,645435
2010-03-02,18.55776596069336,19.008197164990484,18.377592791671034,18.55776596069336,208416
2010-03-03,18.197420120239258,18.737936154531486,18.017246963302803,18.197420120239258,92838
2010-03-04,17.927162170410156,18.287506801915434,17.837075582969153,17.927162170410156,73640
2010-03-05,18.197420120239258,18.287504980448915,18.017246963302803,18.197420120239258,62747
2010-03-08,18.55776596069336,18.737937411457,18.197421340907393,18.55776596069336,230788
2010-03-09,18.377593994140625,18.647853765357556,18.28750740373498,18.377593994140625,71326
2010-03-10,18.287504196166992,18.467677345376504,18.10733276521598,18.287504196166992,23516
2010-03-11,18.107336044311523,18.46768068972762,18.0172494533928,18.107336044311523,26778
2010-03-12,18.107336044311523,18.377594098808892,18.107336044311523,18.107336044311523,21458
2010-03-15,17.83707618713379,18.197422549103198,17.746991314900235,17.83707618713379,19259
2010-03-16,18.107336044311523,18.28750750789017,17.837076271555347,18.107336044311523,47895
2010-03-17,18.107336044311523,18.28750750789017,18.0172494533928,18.107336044311523,80973
2010-03-18,17.927162170410156,18.46767997679744,17.927162170410156,17.927162170410156,247013
2010-03-19,18.017248153686523,18.287506188688347,17.746990118684696,18.017248153686523,132610
2010-03-22,17.83707618713379,18.01724936811849,17.656904724407884,17.83707618713379,16138
